n 120 E defect 0 orbit sizes Counter({2: 60})
setup 5880 vertices 60 orbits 0.1 s
law of one orbit 1
  block (0, 1) V 196 seeds 41 cross 39 deepc=law
  block (0, 2) V 196 seeds 41 cross 39 deepc=law
  block (0, 3) V 196 seeds 31 cross 29 deepc=law
  block (0, 4) V 196 seeds 31 cross 29 deepc=law
  block (0, 5) V 196 seeds 2 cross 0 deepc=law
  block (0, 6) V 196 seeds 31 cross 29 deepc=law
  block (0, 7) V 196 seeds 2 cross 0 deepc=law
  block (0, 8) V 196 seeds 31 cross 29 deepc=law
  block (0, 9) V 196 seeds 53 cross 51 deepc=law
  block (0, 10) V 196 seeds 49 cross 47 deepc=law
  block (0, 11) V 196 seeds 41 cross 39 deepc=law
  block (0, 12) V 196 seeds 53 cross 51 deepc=law
  block (0, 13) V 196 seeds 49 cross 47 deepc=law
  block (0, 14) V 196 seeds 41 cross 39 deepc=law
  block (0, 15) V 196 seeds 34 cross 32 deepc=law
  block (0, 16) V 196 seeds 26 cross 24 deepc=law
  block (0, 17) V 196 seeds 54 cross 52 deepc=law
  block (0, 18) V 196 seeds 34 cross 32 deepc=law
  block (0, 19) V 196 seeds 26 cross 24 deepc=law
  block (0, 20) V 196 seeds 54 cross 52 deepc=law
  block (0, 21) V 196 seeds 36 cross 34 deepc=law
  block (0, 22) V 196 seeds 24 cross 22 deepc=law
  block (0, 23) V 196 seeds 54 cross 52 deepc=law
  block (0, 24) V 196 seeds 42 cross 40 deepc=law
  block (0, 25) V 196 seeds 50 cross 48 deepc=law
  block (0, 26) V 196 seeds 36 cross 34 deepc=law
  block (0, 27) V 196 seeds 24 cross 22 deepc=law
  block (0, 28) V 196 seeds 54 cross 52 deepc=law
  block (0, 29) V 196 seeds 54 cross 52 deepc=law
  block (0, 30) V 196 seeds 38 cross 36 deepc=law
  block (0, 31) V 196 seeds 66 cross 64 deepc=law
  block (0, 32) V 196 seeds 62 cross 60 deepc=law
  block (0, 33) V 196 seeds 30 cross 28 deepc=law
  block (0, 34) V 196 seeds 34 cross 32 deepc=law
  block (0, 35) V 196 seeds 26 cross 24 deepc=law
  block (0, 36) V 196 seeds 54 cross 52 deepc=law
  block (0, 37) V 196 seeds 38 cross 36 deepc=law
  block (0, 38) V 196 seeds 66 cross 64 deepc=law
  block (0, 39) V 196 seeds 30 cross 28 deepc=law
  block (0, 40) V 196 seeds 34 cross 32 deepc=law
  block (0, 41) V 196 seeds 26 cross 24 deepc=law
  block (0, 42) V 196 seeds 53 cross 51 deepc=law
  block (0, 43) V 196 seeds 49 cross 47 deepc=law
  block (0, 44) V 196 seeds 42 cross 40 deepc=law
  block (0, 45) V 196 seeds 39 cross 37 deepc=law
  block (0, 46) V 196 seeds 53 cross 51 deepc=law
  block (0, 47) V 196 seeds 49 cross 47 deepc=law
  block (0, 48) V 196 seeds 42 cross 40 deepc=law
  block (0, 49) V 196 seeds 39 cross 37 deepc=law
  block (0, 50) V 196 seeds 48 cross 46 deepc=law
  block (0, 51) V 196 seeds 39 cross 37 deepc=law
  block (0, 52) V 196 seeds 2 cross 0 deepc=law
  block (0, 53) V 196 seeds 42 cross 40 deepc=law
  block (0, 54) V 196 seeds 39 cross 37 deepc=law
  block (0, 55) V 196 seeds 32 cross 30 deepc=law
  block (0, 56) V 196 seeds 48 cross 46 deepc=law
  block (0, 57) V 196 seeds 42 cross 40 deepc=law
  block (0, 58) V 196 seeds 32 cross 30 deepc=law
  block (0, 59) V 196 seeds 62 cross 60 deepc=law
SUMMARY {'deepc=law': 59}
