N=9 q=2 noise=0.3 start R/4=0.85390260
  it=0 R/4=0.87787534 t=28s
  it=1 R/4=0.87941449 t=58s
  it=2 R/4=0.88075825 t=86s
  it=3 R/4=0.88097836 t=116s
  it=4 R/4=0.88108158 t=141s
  it=5 R/4=0.88113978 t=166s
  it=6 R/4=0.88118796 t=195s
  it=7 R/4=0.88124531 t=211s
  it=8 R/4=0.88128011 t=229s
  it=9 R/4=0.88129552 t=245s
  it=10 R/4=0.88131955 t=271s
  it=11 R/4=0.88133970 t=298s
  it=12 R/4=0.88136468 t=327s
  it=13 R/4=0.88138611 t=353s
  it=14 R/4=0.88140118 t=380s
  it=15 R/4=0.88141330 t=406s
  it=16 R/4=0.88142182 t=432s
  it=17 R/4=0.88144002 t=459s
  it=18 R/4=0.88144854 t=486s
  it=19 R/4=0.88145713 t=513s
  it=20 R/4=0.88147146 t=540s
  it=21 R/4=0.88149475 t=562s
  it=22 R/4=0.88152430 t=578s
  it=23 R/4=0.88164343 t=594s
  it=24 R/4=0.88169402 t=607s
  it=25 R/4=0.88171757 t=618s
  it=26 R/4=0.88174108 t=626s
  it=27 R/4=0.88175196 t=635s
  it=28 R/4=0.88176446 t=644s
  it=29 R/4=0.88177548 t=652s
  it=30 R/4=0.88178166 t=665s
  it=31 R/4=0.88178765 t=678s
  it=32 R/4=0.88179353 t=693s
  it=33 R/4=0.88179802 t=709s
  it=34 R/4=0.88180105 t=725s
  it=35 R/4=0.88180291 t=743s
  it=36 R/4=0.88180529 t=758s
  it=37 R/4=0.88180667 t=773s
  it=38 R/4=0.88180899 t=786s
  it=39 R/4=0.88181107 t=799s
  it=40 R/4=0.88181307 t=809s
  it=41 R/4=0.88181405 t=820s
  it=42 R/4=0.88181526 t=831s
  it=43 R/4=0.88181637 t=837s
  it=44 R/4=0.88181800 t=843s
  it=45 R/4=0.88181891 t=851s
  it=46 R/4=0.88181943 t=860s
  it=47 R/4=0.88181993 t=870s
  it=48 R/4=0.88182051 t=877s
  it=49 R/4=0.88182085 t=887s
  it=50 R/4=0.88182114 t=897s
  it=51 R/4=0.88182154 t=907s
  it=52 R/4=0.88182187 t=927s
  it=53 R/4=0.88182229 t=948s
  it=54 R/4=0.88182256 t=968s
  it=55 R/4=0.88182288 t=990s
  it=56 R/4=0.88182327 t=1017s
  it=57 R/4=0.88182354 t=1041s
  it=58 R/4=0.88182371 t=1067s
  it=59 R/4=0.88182387 t=1092s
  it=60 R/4=0.88182411 t=1117s
  it=61 R/4=0.88182425 t=1148s
  it=62 R/4=0.88182436 t=1178s
  it=63 R/4=0.88182443 t=1204s
  it=64 R/4=0.88182454 t=1224s
  it=65 R/4=0.88182464 t=1239s
  it=66 R/4=0.88182479 t=1254s
  it=67 R/4=0.88182495 t=1270s
  it=68 R/4=0.88182513 t=1286s
  it=69 R/4=0.88182525 t=1300s
  it=70 R/4=0.88182543 t=1309s
  it=71 R/4=0.88182563 t=1318s
  it=72 R/4=0.88182584 t=1324s
  it=73 R/4=0.88182604 t=1329s
  it=74 R/4=0.88182625 t=1335s
  it=75 R/4=0.88182644 t=1340s
  it=76 R/4=0.88182660 t=1345s
