N=20 q=2 noise=0.3 start R/4=0.88252040
  it=0 R/4=0.91108473 t=36s
  it=1 R/4=0.91174015 t=68s
  it=2 R/4=0.91206780 t=103s
  it=3 R/4=0.91319651 t=135s
  it=4 R/4=0.91458238 t=164s
  it=5 R/4=0.91575835 t=197s
  it=6 R/4=0.91614293 t=216s
  it=7 R/4=0.91629505 t=240s
  it=8 R/4=0.91640216 t=267s
  it=9 R/4=0.91648855 t=299s
  it=10 R/4=0.91654988 t=336s
  it=11 R/4=0.91658792 t=370s
  it=12 R/4=0.91663021 t=401s
  it=13 R/4=0.91667366 t=430s
  it=14 R/4=0.91671353 t=464s
  it=15 R/4=0.91675292 t=498s
  it=16 R/4=0.91678198 t=529s
  it=17 R/4=0.91681195 t=555s
  it=18 R/4=0.91683131 t=577s
  it=19 R/4=0.91685287 t=595s
  it=20 R/4=0.91687384 t=613s
  it=21 R/4=0.91689243 t=624s
  it=22 R/4=0.91690880 t=634s
  it=23 R/4=0.91692360 t=645s
  it=24 R/4=0.91693816 t=660s
  it=25 R/4=0.91695177 t=674s
  it=26 R/4=0.91696328 t=692s
  it=27 R/4=0.91697208 t=710s
  it=28 R/4=0.91698179 t=728s
  it=29 R/4=0.91699100 t=749s
  it=30 R/4=0.91700298 t=767s
  it=31 R/4=0.91701184 t=783s
  it=32 R/4=0.91702214 t=801s
  it=33 R/4=0.91703194 t=814s
  it=34 R/4=0.91704011 t=828s
  it=35 R/4=0.91705053 t=838s
  it=36 R/4=0.91706288 t=844s
  it=37 R/4=0.91708316 t=852s
  it=38 R/4=0.91710235 t=865s
  it=39 R/4=0.91711496 t=876s
  it=40 R/4=0.91712551 t=887s
  it=41 R/4=0.91713592 t=900s
  it=42 R/4=0.91715438 t=916s
  it=43 R/4=0.91717417 t=939s
  it=44 R/4=0.91719204 t=964s
  it=45 R/4=0.91720432 t=990s
  it=46 R/4=0.91721648 t=1020s
  it=47 R/4=0.91722711 t=1050s
  it=48 R/4=0.91723809 t=1080s
  it=49 R/4=0.91724837 t=1110s
  it=50 R/4=0.91725676 t=1143s
  it=51 R/4=0.91726494 t=1178s
  it=52 R/4=0.91727621 t=1210s
  it=53 R/4=0.91729008 t=1230s
  it=54 R/4=0.91730432 t=1251s
  it=55 R/4=0.91731467 t=1272s
  it=56 R/4=0.91732575 t=1292s
  it=57 R/4=0.91733230 t=1305s
  it=58 R/4=0.91734059 t=1316s
  it=59 R/4=0.91734732 t=1324s
  it=60 R/4=0.91735515 t=1329s
  it=61 R/4=0.91735999 t=1336s
  it=62 R/4=0.91736318 t=1341s
  it=63 R/4=0.91736707 t=1348s
