GroupApproximation.LevelShiftDelta.shiftPair	GroupApproximation.GroupTheory.LevelShiftDeltaWords	def	0	2	0
GroupApproximation.LevelShiftDelta.valueWord	GroupApproximation.GroupTheory.LevelShiftDeltaWords	def	0	2	0
GroupApproximation.Manuscript.SimpleKazhdanSofic.AbstractIntro.manuscriptSentence_generalLimitsNotFinitelyPresented	GroupApproximation.Manuscript.SimpleKazhdanSofic.AbstractIntro.Questions	theorem	0	0	0
GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_corLefHeredity	GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.Endpoints	theorem	0	0	0
GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_corLefSubstitution	GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.Endpoints	theorem	0	0	0
GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_halflineDeltaIsLEF	GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.Endpoints	theorem	0	0	0
GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_halflineDeltaWordProblem	GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.Endpoints	theorem	0	0	0
GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_halflineLambdaWordProblem	GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.Endpoints	theorem	0	0	0
GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_hostTrivialityCriterion	GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.Reduction	theorem	0	0	0
GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_hostWordMultipliesOut	GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.Reduction	theorem	0	0	0
GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.manuscriptSentence_hostWordProblemReduction	GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineB.Reduction	theorem	0	0	0
GroupApproximation.OracleTruthTable.turingReducible_of_truthTable	GroupApproximation.Computability.OracleTruthTable	theorem	0	0	0
GroupApproximation.OracleUse.exists_diag	GroupApproximation.Computability.FiniteExtensionStep	theorem	0	0	0
GroupApproximation.OracleUse.exists_turing_antichain_continuum	GroupApproximation.Computability.PerfectTreeAntichain	theorem	0	0	0
GroupApproximation.OracleUse.mem_eval_of_agreeBelow	GroupApproximation.Computability.OracleUse	theorem	0	0	0
GroupApproximation.OracleUse.not_turingReducible_branchSet	GroupApproximation.Computability.PerfectTreeAntichain	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.ContinuedFractionExpansion.irrational_tail	GroupApproximation.Manuscript.SimpleKazhdanSofic.ContinuedFractionExpansion	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.ContinuedFractionExpansion.isContinuedFractionOf_tail	GroupApproximation.Manuscript.SimpleKazhdanSofic.ContinuedFractionExpansion	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.ContinuedFractionOracle.charOracle_turingReducible_slopeOracle	GroupApproximation.Manuscript.SimpleKazhdanSofic.ContinuedFractionDigitOracle	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.ContinuedFractionOracle.slopeOracle_turingReducible_charOracle	GroupApproximation.Manuscript.SimpleKazhdanSofic.ContinuedFractionCutOracle	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.countable_restrictedSum	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFRestrictedSum	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.HalflineA.manuscriptSentence_halflineEmbedding	GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineA.Embedding	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.HalflineA.manuscriptSentence_halflineLevelNormalForm	GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineA.Embedding	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.HalflineA.turingReducible_wordProblemOracle_levelGen	GroupApproximation.Manuscript.SimpleKazhdanSofic.HalflineA.WordProblemReduction	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_commutatorContainment	GroupApproximation.Manuscript.SimpleKazhdanSofic.Host.Setup	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_countableFGSubgroups	GroupApproximation.Manuscript.SimpleKazhdanSofic.Host.Assembly	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_countableLEFSubgroupOfHost	GroupApproximation.Manuscript.SimpleKazhdanSofic.Host.Assembly	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_generalTheoremApplies	GroupApproximation.Manuscript.SimpleKazhdanSofic.Host.Assembly	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_hostLemma	GroupApproximation.Manuscript.SimpleKazhdanSofic.Host.Assembly	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_lambdaGenerationDenseOrbits	GroupApproximation.Manuscript.SimpleKazhdanSofic.Host.Setup	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_markedLimitsLEF	GroupApproximation.Manuscript.SimpleKazhdanSofic.Host.Assembly	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_modelGeneratorsGenerate	GroupApproximation.Manuscript.SimpleKazhdanSofic.Host.Models	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_modelMapAsymptoticHom	GroupApproximation.Manuscript.SimpleKazhdanSofic.Host.Models	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_recursivelyPresentedHost	GroupApproximation.Manuscript.SimpleKazhdanSofic.Host.Assembly	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.Host.manuscriptSentence_ringGenerators	GroupApproximation.Manuscript.SimpleKazhdanSofic.Host.Setup	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.isLEF_restrictedSum	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFRestrictedSum	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.IsTopologicallyFreeAction	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterAction	def	0	0	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.BallModelSequence	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterModelSequence	structure	0	1	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.eventually_modelPerm_mul_modelDiag	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterModelMatrices	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.eventually_modelPerm_mul_modelDiag_mul_inv	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterModelMatrices	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.exists_commutator_embedding	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterHost	theorem	0	3	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.exists_isBallModel	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterModelSequence	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.exists_moved_of_cylinder	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterAction	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.IsBallModel	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterModelSequence	structure	0	1	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.isMinimal	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterAction	instance	0	1	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.isTopologicallyFree	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterAction	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.printedLamplighterAffineSolvableWordProblem	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterAffineWordProblemPrimrec	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.smul_eq_self_iff	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterAction	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.Lamplighter.unitHom_injective	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterHost	theorem	0	3	0
GroupApproximation.SimpleKazhdanSofic.LamplighterWP.hostProof	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterWP.Host	theorem	0	0	1
GroupApproximation.SimpleKazhdanSofic.LamplighterWP.manuscriptSentence_halflineHostWordProblemReduction	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterWP.Host	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.LamplighterWP.manuscriptSentence_halflineKeepsTuringDegree	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterWP.Sentences	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.language_sturmianSubshift	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianLanguage	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.LanguageReduction.cylinderWord	GroupApproximation.Manuscript.SimpleKazhdanSofic.LanguageReducesToWordProblem	def	0	1	0
GroupApproximation.SimpleKazhdanSofic.LanguageReduction.primrec_cylinderWord	GroupApproximation.Manuscript.SimpleKazhdanSofic.LanguageReducesToWordProblem	theorem	0	3	0
GroupApproximation.SimpleKazhdanSofic.LanguageReduction.wordValue_cylinderWord_eq_one_iff	GroupApproximation.Manuscript.SimpleKazhdanSofic.LanguageReducesToWordProblem	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.LEFCorollaries.manuscriptSentence_sacksAntichainGroups	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFCorollaries.WordProblemHosts	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.lefDiagonalHom_commutator_le	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFDiagonalCommutators	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.lefDiagonalHom_injective	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFDiagonalCommutators	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.lefDiagonalHom_val	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFDiagonalCommutators	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.LevelShiftDeltaWordProblem.primrec_hLetters	GroupApproximation.Manuscript.SimpleKazhdanSofic.LevelShiftDeltaWordProblem	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.LevelShiftDeltaWordProblem.primrec_shiftPair	GroupApproximation.Manuscript.SimpleKazhdanSofic.LevelShiftDeltaWordProblem	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.LevelShiftDeltaWordProblem.primrec_valueWordAt	GroupApproximation.Manuscript.SimpleKazhdanSofic.LevelShiftDeltaWordProblem	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.printedCommutatorMultipliesFirstCoordinate	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFLevelEmbedding	theorem	0	7	0
GroupApproximation.SimpleKazhdanSofic.printedConjugateMovesLevels	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFLevelEmbedding	theorem	0	7	0
GroupApproximation.SimpleKazhdanSofic.printedContinuedFractionRepresentative	GroupApproximation.Manuscript.SimpleKazhdanSofic.ContinuedFractionRepresentative	theorem	0	0	1
GroupApproximation.SimpleKazhdanSofic.PrintedContinuedFractionRepresentative	GroupApproximation.Manuscript.SimpleKazhdanSofic.WordProblemDegreeStatements	def	0	1	0
GroupApproximation.SimpleKazhdanSofic.printedFinitelyPresentedLEFResiduallyFinite	GroupApproximation.Manuscript.SimpleKazhdanSofic.QuestionsNotFinitelyPresented	theorem	0	0	1
GroupApproximation.SimpleKazhdanSofic.printedLamplighterBallModels	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterModelSequence	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.printedLamplighterMinimalTopologicallyFree	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterAction	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.printedLamplighterModelMatrices	GroupApproximation.Manuscript.SimpleKazhdanSofic.LamplighterModelMatrices	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.printedLanguageReducesToWordProblem	GroupApproximation.Manuscript.SimpleKazhdanSofic.LanguageReducesToWordProblem	theorem	0	3	0
GroupApproximation.SimpleKazhdanSofic.PrintedLanguageReducesToWordProblem	GroupApproximation.Manuscript.SimpleKazhdanSofic.WordProblemDegreeStatements	def	0	1	0
GroupApproximation.SimpleKazhdanSofic.printedLEFDiagonalEmbedding	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFDiagonalCommutators	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.printedLEFDiagonalIdentities	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFDiagonalCommutators	theorem	0	2	0
GroupApproximation.SimpleKazhdanSofic.printedLEFFamilyHost	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFCharacterizationClosed	theorem	0	0	1
GroupApproximation.SimpleKazhdanSofic.PrintedSlopeComputesSturmianLanguage	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianComputability	def	0	0	0
GroupApproximation.SimpleKazhdanSofic.printedSturmianCodingArc	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianLanguage	theorem	0	0	1
GroupApproximation.SimpleKazhdanSofic.PrintedSturmianCodingArc	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianSubshift	def	0	0	0
GroupApproximation.SimpleKazhdanSofic.printedSturmianEndpointsDetermineWords	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianLanguage	theorem	0	0	1
GroupApproximation.SimpleKazhdanSofic.PrintedSturmianEndpointsDetermineWords	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianSubshift	def	0	0	0
GroupApproximation.SimpleKazhdanSofic.PrintedSturmianLanguageComputesSlope	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianComputability	def	0	0	0
GroupApproximation.SimpleKazhdanSofic.printedSturmianOnesWithinOne	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianLanguage	theorem	0	0	1
GroupApproximation.SimpleKazhdanSofic.PrintedSturmianOnesWithinOne	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianSubshift	def	0	0	0
GroupApproximation.SimpleKazhdanSofic.printedSturmianSubshiftClosureOfCodings	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianSubshiftMinimal	theorem	0	0	1
GroupApproximation.SimpleKazhdanSofic.printedSturmianSubshiftInfiniteIsMinimal	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianSubshiftSetting	theorem	0	0	1
GroupApproximation.SimpleKazhdanSofic.PrintedSturmianSubshiftInfiniteIsMinimal	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianSubshiftSetting	def	0	0	0
GroupApproximation.SimpleKazhdanSofic.printedTuringAntichainContinuum	GroupApproximation.Manuscript.SimpleKazhdanSofic.TuringAntichain	theorem	0	0	1
GroupApproximation.SimpleKazhdanSofic.PrintedTuringAntichainContinuum	GroupApproximation.Manuscript.SimpleKazhdanSofic.WordProblemDegreeStatements	def	0	1	0
GroupApproximation.SimpleKazhdanSofic.printedWordProblemReducesToLanguage	GroupApproximation.Manuscript.SimpleKazhdanSofic.WordProblemReducesToLanguageInstance	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.PrintedWordProblemReducesToLanguage	GroupApproximation.Manuscript.SimpleKazhdanSofic.WordProblemDegreeStatements	def	0	1	0
GroupApproximation.SimpleKazhdanSofic.printedWordProblemReducesUnderEmbedding	GroupApproximation.Manuscript.SimpleKazhdanSofic.WordProblemDegreeInvariant	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.restrictedSum	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFRestrictedSum	def	0	1	0
GroupApproximation.SimpleKazhdanSofic.restrictedSumLEFStatement	GroupApproximation.Manuscript.SimpleKazhdanSofic.LEFRestrictedSum	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.sturmianCoding	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianSubshift	def	0	0	0
GroupApproximation.SimpleKazhdanSofic.sturmianCoding_eq_floor_sub	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianSubshift	theorem	0	0	0
GroupApproximation.SimpleKazhdanSofic.SturmianComputability.printedSlopeComputesSturmianLanguage	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianComputability	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.SturmianComputability.printedSturmianLanguageComputesSlope	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianComputability	theorem	0	1	0
GroupApproximation.SimpleKazhdanSofic.sturmianSubshift	GroupApproximation.Manuscript.SimpleKazhdanSofic.SturmianSubshift	def	0	0	0
GroupApproximation.AlgebraicUltraproduct.Ultraproduct	GroupApproximation.GroupTheory.AlgebraicUltraproductLEF	abbrev	0	1	0
GroupApproximation.Full.SK09.aPerm	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelAction	def	0	2	0
GroupApproximation.Full.SK09.bPerm	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelAction	def	0	2	0
GroupApproximation.Full.SK09.commutator_fPerm_tPerm	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelWords	theorem	0	4	0
GroupApproximation.Full.SK09.conjPow_aPerm_bPerm	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelAction	theorem	0	2	0
