GroupApproximation.Full.SK09.embeddingΔ_mem_commutator	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.Embedding	232
GroupApproximation.Full.SK09.fPerm	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelWords	171
GroupApproximation.Full.SK09.infinite_delta	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.Embedding	267
GroupApproximation.Full.SK09.isLEF_delta	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.Embedding	263
GroupApproximation.Full.SK09.isTextbookLEF_prod	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.Ultraproduct	141
GroupApproximation.Full.SK09.level_difference_zero	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelAction	68
GroupApproximation.Full.SK09.levelAction	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelAction	128
GroupApproximation.Full.SK09.Models	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.Embedding	66
GroupApproximation.Full.SK09.models_nonempty	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.Embedding	80
GroupApproximation.Full.SK09.pow_val_add_one	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelWords	176
GroupApproximation.Full.SK09.shift_inv_mul_levelwise_mul_shift	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelWords	87
GroupApproximation.Full.SK09.testSet	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.Embedding	48
GroupApproximation.Full.SK09.tPerm	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelWords	166
GroupApproximation.Full.SK09.two_pow_sub_two_pow_inj	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.LevelWords	114
GroupApproximation.Full.SK09.Ultraproduct	GroupApproximation.Manuscript.SimpleKazhdanSofic.Full.LemmaNN.Ultraproduct	69
