TRACE carrier=8 rotations=39 syllables=39
TRACE carrier=8 rotation=25 target=2 states=15
TRACE carrier=8 rotation=25 target=3 states=16
TRACE carrier=8 rotation=26 target=0 states=22
TRACE carrier=8 rotation=26 target=1 states=22
TRACE carrier=8 rotation=26 target=2 states=15
TRACE carrier=8 rotation=26 target=3 states=18
TRACE carrier=8 rotation=27 target=0 states=22
TRACE carrier=8 rotation=27 target=1 states=28
TRACE carrier=8 rotation=27 target=2 states=16
TRACE carrier=8 rotation=27 target=3 states=16
TRACE carrier=8 rotation=28 target=0 states=32
TRACE carrier=8 rotation=28 target=1 states=36
TRACE carrier=8 rotation=28 target=2 states=21
TRACE carrier=8 rotation=28 target=3 states=21
TRACE carrier=8 rotation=29 target=0 states=30
TRACE carrier=8 rotation=29 target=1 states=19
TRACE carrier=8 rotation=29 target=2 states=15
TRACE carrier=8 rotation=29 target=3 states=27
TRACE carrier=8 rotation=30 target=0 states=23
TRACE carrier=8 rotation=30 target=1 states=14
TRACE carrier=8 rotation=30 target=2 states=13
TRACE carrier=8 rotation=30 target=3 states=23
TRACE carrier=8 rotation=31 target=0 states=32
TRACE carrier=8 rotation=31 target=1 states=20
TRACE carrier=8 rotation=31 target=2 states=23
TRACE carrier=8 rotation=31 target=3 states=34
TRACE carrier=8 rotation=32 target=0 states=35
TRACE carrier=8 rotation=32 target=1 states=17
TRACE carrier=8 rotation=32 target=2 states=17
TRACE carrier=8 rotation=32 target=3 states=30
TRACE carrier=8 rotation=33 target=0 states=17
TRACE carrier=8 rotation=33 target=1 states=22
TRACE carrier=8 rotation=33 target=2 states=14
TRACE carrier=8 rotation=33 target=3 states=16
TRACE carrier=8 rotation=34 target=0 states=27
TRACE carrier=8 rotation=34 target=1 states=26
TRACE carrier=8 rotation=34 target=2 states=33
TRACE carrier=8 rotation=34 target=3 states=21
TRACE carrier=8 rotation=35 target=0 states=26
TRACE carrier=8 rotation=35 target=1 states=29
TRACE carrier=8 rotation=35 target=2 states=15
TRACE carrier=8 rotation=35 target=3 states=16
TRACE carrier=8 rotation=36 target=0 states=19
TRACE carrier=8 rotation=36 target=1 states=21
TRACE carrier=8 rotation=36 target=2 states=13
TRACE carrier=8 rotation=36 target=3 states=18
TRACE carrier=8 rotation=37 target=0 states=29
TRACE carrier=8 rotation=37 target=1 states=33
TRACE carrier=8 rotation=37 target=2 states=23
TRACE carrier=8 rotation=37 target=3 states=21
TRACE carrier=8 rotation=38 target=0 states=31
TRACE carrier=8 rotation=38 target=1 states=35
TRACE carrier=8 rotation=38 target=2 states=17
TRACE carrier=8 rotation=38 target=3 states=16
carrier=8 words=156 states=347
carrier_states=16
distinct_augmented_words=156
boundary_states=347
nonempty_q=115
free_nonempty_q=0
direct_killed_q=36
power_killed_q=77
saturation_killed_q=2
involution_killed_q=0
difference_killed_q=0
unresolved_q=0
