TRACE carrier=8 rotations=39 syllables=39
TRACE carrier=8 rotation=0 target=0 states=16
TRACE carrier=8 rotation=0 target=1 states=16
TRACE carrier=8 rotation=0 target=2 states=24
TRACE carrier=8 rotation=0 target=3 states=20
TRACE carrier=8 rotation=1 target=0 states=16
TRACE carrier=8 rotation=1 target=1 states=16
TRACE carrier=8 rotation=1 target=2 states=20
TRACE carrier=8 rotation=1 target=3 states=21
TRACE carrier=8 rotation=2 target=0 states=23
TRACE carrier=8 rotation=2 target=1 states=18
TRACE carrier=8 rotation=2 target=2 states=37
TRACE carrier=8 rotation=2 target=3 states=28
TRACE carrier=8 rotation=3 target=0 states=17
TRACE carrier=8 rotation=3 target=1 states=18
TRACE carrier=8 rotation=3 target=2 states=27
TRACE carrier=8 rotation=3 target=3 states=24
TRACE carrier=8 rotation=4 target=0 states=19
TRACE carrier=8 rotation=4 target=1 states=16
TRACE carrier=8 rotation=4 target=2 states=27
TRACE carrier=8 rotation=4 target=3 states=24
TRACE carrier=8 rotation=5 target=0 states=17
TRACE carrier=8 rotation=5 target=1 states=20
TRACE carrier=8 rotation=5 target=2 states=25
TRACE carrier=8 rotation=5 target=3 states=22
TRACE carrier=8 rotation=6 target=0 states=12
TRACE carrier=8 rotation=6 target=1 states=14
TRACE carrier=8 rotation=6 target=2 states=15
TRACE carrier=8 rotation=6 target=3 states=15
TRACE carrier=8 rotation=7 target=0 states=18
TRACE carrier=8 rotation=7 target=1 states=19
TRACE carrier=8 rotation=7 target=2 states=27
TRACE carrier=8 rotation=7 target=3 states=20
TRACE carrier=8 rotation=8 target=0 states=19
TRACE carrier=8 rotation=8 target=1 states=22
TRACE carrier=8 rotation=8 target=2 states=27
TRACE carrier=8 rotation=8 target=3 states=21
TRACE carrier=8 rotation=9 target=0 states=30
TRACE carrier=8 rotation=9 target=1 states=21
TRACE carrier=8 rotation=9 target=2 states=21
TRACE carrier=8 rotation=9 target=3 states=38
TRACE carrier=8 rotation=10 target=0 states=16
TRACE carrier=8 rotation=10 target=1 states=16
TRACE carrier=8 rotation=10 target=2 states=23
TRACE carrier=8 rotation=10 target=3 states=18
TRACE carrier=8 rotation=11 target=0 states=38
TRACE carrier=8 rotation=11 target=1 states=18
TRACE carrier=8 rotation=11 target=2 states=26
TRACE carrier=8 rotation=11 target=3 states=28
TRACE carrier=8 rotation=12 target=0 states=29
TRACE carrier=8 rotation=12 target=1 states=19
TRACE carrier=8 rotation=12 target=2 states=16
TRACE carrier=8 rotation=12 target=3 states=28
TRACE carrier=8 rotation=13 target=0 states=27
TRACE carrier=8 rotation=13 target=1 states=16
TRACE carrier=8 rotation=13 target=2 states=15
TRACE carrier=8 rotation=13 target=3 states=26
TRACE carrier=8 rotation=14 target=0 states=26
TRACE carrier=8 rotation=14 target=1 states=16
TRACE carrier=8 rotation=14 target=2 states=16
TRACE carrier=8 rotation=14 target=3 states=24
TRACE carrier=8 rotation=15 target=0 states=17
TRACE carrier=8 rotation=15 target=1 states=19
TRACE carrier=8 rotation=15 target=2 states=27
TRACE carrier=8 rotation=15 target=3 states=21
TRACE carrier=8 rotation=16 target=0 states=12
TRACE carrier=8 rotation=16 target=1 states=14
TRACE carrier=8 rotation=16 target=2 states=16
TRACE carrier=8 rotation=16 target=3 states=17
TRACE carrier=8 rotation=17 target=0 states=18
TRACE carrier=8 rotation=17 target=1 states=20
TRACE carrier=8 rotation=17 target=2 states=36
TRACE carrier=8 rotation=17 target=3 states=23
TRACE carrier=8 rotation=18 target=0 states=19
TRACE carrier=8 rotation=18 target=1 states=15
TRACE carrier=8 rotation=18 target=2 states=33
TRACE carrier=8 rotation=18 target=3 states=24
TRACE carrier=8 rotation=19 target=0 states=17
TRACE carrier=8 rotation=19 target=1 states=20
TRACE carrier=8 rotation=19 target=2 states=25
TRACE carrier=8 rotation=19 target=3 states=24
TRACE carrier=8 rotation=20 target=0 states=16
TRACE carrier=8 rotation=20 target=1 states=14
TRACE carrier=8 rotation=20 target=2 states=18
TRACE carrier=8 rotation=20 target=3 states=18
TRACE carrier=8 rotation=21 target=0 states=19
TRACE carrier=8 rotation=21 target=1 states=19
TRACE carrier=8 rotation=21 target=2 states=25
TRACE carrier=8 rotation=21 target=3 states=24
TRACE carrier=8 rotation=22 target=0 states=23
TRACE carrier=8 rotation=22 target=1 states=20
TRACE carrier=8 rotation=22 target=2 states=28
TRACE carrier=8 rotation=22 target=3 states=26
TRACE carrier=8 rotation=23 target=0 states=21
TRACE carrier=8 rotation=23 target=1 states=24
TRACE carrier=8 rotation=23 target=2 states=15
TRACE carrier=8 rotation=23 target=3 states=16
TRACE carrier=8 rotation=24 target=0 states=30
TRACE carrier=8 rotation=24 target=1 states=21
TRACE carrier=8 rotation=24 target=2 states=25
TRACE carrier=8 rotation=24 target=3 states=31
TRACE carrier=8 rotation=25 target=0 states=26
TRACE carrier=8 rotation=25 target=1 states=29
