coordinate qsharp lift
231 106300455692908451943893176776116354329173086487345860604008243266624463955063809/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
232 -805559310171727868028276739541211859865646996917659498883545742539205757915548653/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
233 -626338180861142921631951128515578149664710059179758107164202763774322640772964122/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
234 -1009467227431565697470540195351011520181811873824522890175839649594627605251005996/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
235 671183632067585141264563171320200017917979680499978699994380262905131758599921157/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
236 -659278135441857746468148153092719874450645347785177317130916898640307255750275016/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
237 225034955797224218817329571663914756443875203922777083323708726537246678593582117/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
238 -987410623432295148539396096782010549952113228862585513198390571441102424734809682/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
239 -700200496218290814927725485924532314843843766056811994839354099131782619453287702/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
240 5052119827189898787531838775992437561903884630135646506497288373709590231638296/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
241 21514317986386691101816279863195906292772859909173045331959418281160877415500885/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
242 -437179084304961779021935490407139197051584575355042578921812552280627791312148557/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -1
243 -1420461311902201893331805282167484200150697462235772904905389958265164787722375487/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
244 198817643568691732153732448899267169291421123284366524390442214652518857417548153/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
245 1948886929670104497673196620769483465524154021135232403628021746863250606816046291/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
246 -1017017576544580707238792334895871232847907803012721034336629634454891762811886813/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
247 1592883193498659867724134505567831437259210610590322600611374947108996690617076122/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 1
248 -618564234833162666139540211171301798290669307449039440859827193973526603538510131/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
249 497041421479998076868490948432643372186429022680045963205849638487407267946146069/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
250 -1074715115079876300810724438432702114712232422701520056137228873155417106121532052/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
251 -805292138253680535425708240282107772248784008672460072008681264870088907169440570/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
252 9059365681627272604292363313184945859400229223110715432288035064167762545519575/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
253 192120321704783678616726589348063518322952477812335599347092786616141227929933990/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
254 -1347221146009514787637561695853670441491038071191011174627725812810576982154844892/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
255 -213894144047169923921495603365300956274650362351978227662714563382882578990212084/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
256 2033592858182658350010618930740460755449644306306159136242160932437453636949967788/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
257 -359918023704551961905787866146646295710287171733623422529772653606941649544207689/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
258 -708042846386609124555630339954717134389710611742774937504917102074731103759842336/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
259 -699043928095672032095001364274270664947276380902998242923766322872637897316657904/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
260 -37395668954365477416374460864266433459627557155796284645483968260318346145867032/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
261 -636397655670940743621405933621487583120293204706604035618791975159037282136257226/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
262 -533840527227110670399428783028879998527641877225988746739335159214561877371974047/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -1
263 -50496980021909621501522475431557843507464911714284832914210990593948776470200082/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
264 1262897545853227697360556958047524454995925185282592228433498749739072146331934111/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
265 -2914158963615607076924116463563915660264383134384492078888729890637732087485282/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
266 -125102920059241267365669801195871132143202260448141180327342520234511705030497224/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
267 553093074199652561498672885921922062439173663903978927849349425301015217141256223/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
268 921300384879107127288330051234831604493886957393726289253828637275673636417993614/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
269 -533332335000894260137134682334954988090363998688381058052534171491919875757758874/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
270 491308420426951294206943859699195628749946539044821816911259190679105112310423635/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
271 468405280854662692279399769014126069385156862698236649193097852468029334653306295/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
272 -2064051717105239770562684507984735196194951316174914952230775923140304901108974442/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
273 656563695460050301134712739629736416126784970507620131975020663439419969648898871/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
274 326743228178846831336960876933976848393880141633595028957816878927946300510550744/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
275 1018342474049434332242279905800822881775107657699059632949452450730768114198817715/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
276 1171885926520424012565462381578967417744392266558534343976303647580109254490518620/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
277 2246591823918874927289700338075257673697893267005661239837952555305566314509831190/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
278 -822992470008465596903650078184388590508251096651668239193434425910083181855020828/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
279 196461992785621171164743553195275152049456938299018843635147134487013078783039243/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
280 -1130698044600758741005250332861620722689474091662295723874030042232560693728546889/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
281 553507878297921035796686736384670893969170343236371159295669540819743271141449791/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
282 231220677130409564858375409207914676302173512977221529278644255983305386624801762/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
283 -1682680083532048737529661407696136911870659568354841499664433985997320027195032295/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -1
284 2638396275745962339573568419463369930512739237737668042820382221463788339771299511/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
285 -473451411013777831387380044456769273208379935520092294386762398583233847027202453/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
286 -440771997451316303194588012810021160453115966182292880115873845048374347000160345/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
287 -35920986336424851421728611926710114996410907688705419982657201674419801291954765/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
288 -356310868220479212126756623064804562423786425844435904617771615649136859302333816/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
289 758234920686594299215096507879494392267828280278669151528116262874915436499843668/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
290 331445755250283677001567329408868713664309155152558705397062275962279539687981060/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
291 209075233583666910876155846124864340869533620537208226281965199342410668657585999/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
292 -300451351435646736723574051682663756525191155221729331689111496543920774460428083/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
293 1560450054730014345001942427683345764027401622570591297922000908677593617674814912/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
294 1260382085466627873801515264738839216864551843330625684233566588065617140377949960/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
295 -169821780594648305252266009918975751342657890642261226802567464863826748270795642/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
296 1084509067340029667910203699623741902245842094608325867480928646080686720453718754/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
297 -352708458684729771788287510540359939381145961792115681757326199372848158518042696/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
298 538551425202941421037274052845383489487968444021324765046766133410568838779196420/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 1
299 307886895357396778977585253208489256521021018569217404338206494785925334492092331/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
300 -213050437083766882567945690730606568999916943395330523946299913088841619092165158/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
301 952016663464993123983809706888366591916688898943098131098645087684057461428490087/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
302 278958160783670450270569625170101894588581130816743482349183730418857231405603909/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
303 -454191440935955779469563142285404695969772580986716750492647518386217047854812361/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -1
304 181237945563447937686115021197613787184793019550262713413808441645795572273873123/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
305 -951763280665317044437800765446633342306343305786692560594430274585317820380417250/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
306 873740189381027981955781407670627973203455204096700450003537129534313361929264007/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
307 0 0
308 -1619857150376472515961431989569237685317737347546020792770554911852101203455943050/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -1
309 895484849165950955796163452311173690402523717892379699096479150710597974882624127/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
310 517872139616814833832759799362973032346961239582141399232094213307101858016639800/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
311 771214731865629400129469668840243803226097413529804819311921834149187932693648823/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
312 -536065999328726294601356381087921033896238937882414736936506633236497439118201907/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
313 -370552188744189443256168150886047204212434028428905821879512780516395078941042737/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
314 1450984585489223079403221989512464968561296825774575639931814901517162073273036897/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
315 -698493236673654148287610155176951346751149321516925985342673008623111617200094300/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
316 2157618029597895981973248261488837917556585640662184642322662904722800703275013534/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 1
317 1242495183668500946751424209272768250123814359921735022388202434009275266829922350/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
318 1077831649923298519915412739450088496001309805453916270656658053424442572942184411/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
319 -530429863300135733438309988317980671031079861595151474852016313964913418936583914/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
320 -620223734490433578769095591054587193082970517707079228094801076440135019437756045/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
321 6348726344933912851943420875348188568408157204553615242150867729662228478148126/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
322 239331739005587965187496090401031005865770517122808324761359637516890672660386122/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
323 2014986373483788612050148010922594500835159360244830988623874733903583700473957925/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
324 849895955495504335423159102526454182113730696708914356813266330919587900978860145/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
325 557621603342161349433971520389698338122964422553977971418385808243878918850693103/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -1
326 357510747403434905664991111282020612301745582457455671308433042698991679501835806/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
327 2357655658217702662701447056336476025678470072934179883982908616885695313042823136/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
