130 52
0 0 1
0 0 1
1 1 1
1 1 1
2 5 1
2 2 1
3 6 1
3 3 1
4 12 1
4 4 1
5 2 1
5 5 1
6 3 1
6 6 1
7 7 1
7 7 1
8 8 1
8 8 1
9 11 1
9 9 1
10 10 1
10 10 1
11 9 1
11 11 1
12 4 1
12 12 1
13 13 1
13 13 1
14 14 1
14 14 1
15 19 1
15 15 1
16 18 1
16 16 1
17 17 1
17 17 1
18 16 1
18 18 1
19 15 1
19 19 1
20 23 1
20 20 1
21 21 1
21 21 1
22 24 1
22 22 1
23 20 1
23 23 1
24 22 1
24 24 1
25 25 1
25 25 1
26 26 1
26 31 1
26 32 1
27 27 1
27 29 1
27 28 1
28 28 1
28 27 1
28 29 1
29 29 1
29 28 1
29 27 1
30 30 1
30 38 1
30 34 1
31 31 1
31 32 1
31 26 1
32 32 1
32 26 1
32 31 1
33 33 1
33 35 1
33 36 1
34 34 1
34 30 1
34 38 1
35 35 1
35 36 1
35 33 1
36 36 1
36 33 1
36 35 1
37 37 1
37 37 1
37 37 1
38 38 1
38 34 1
38 30 1
39 0 1
39 0 1
39 13 1
39 13 -1
40 1 1
40 1 1
40 14 1
40 14 -1
41 2 1
41 3 1
41 18 1
41 15 -1
42 3 1
42 2 1
42 19 1
42 16 -1
43 4 1
43 12 1
43 25 1
43 17 -1
44 5 1
44 6 1
44 15 1
44 18 -1
45 6 1
45 5 1
45 16 1
45 19 -1
46 7 1
46 10 1
46 20 1
46 20 -1
47 8 1
47 8 1
47 21 1
47 21 -1
48 9 1
48 9 1
48 24 1
48 22 -1
49 10 1
49 7 1
49 23 1
49 23 -1
50 11 1
50 11 1
50 22 1
50 24 -1
51 12 1
51 4 1
51 17 1
51 25 -1
52 0 -1
52 6 1
52 13 1
52 18 -1
52 26 1
52 31 1
53 1 -1
53 2 1
53 14 1
53 16 -1
53 27 1
53 29 1
54 3 -1
54 1 1
54 15 1
54 14 -1
54 29 1
54 27 1
55 2 -1
55 3 1
55 16 1
55 15 -1
55 28 1
55 28 1
56 12 -1
56 4 1
56 17 1
56 25 -1
56 38 1
56 38 1
57 6 -1
57 5 1
57 18 1
57 19 -1
57 32 1
57 32 1
58 5 -1
58 0 1
58 19 1
58 13 -1
58 31 1
58 26 1
59 10 -1
59 9 1
59 20 1
59 22 -1
59 36 1
59 35 1
60 8 -1
60 12 1
60 21 1
60 17 -1
60 34 1
60 30 1
61 9 -1
61 7 1
61 22 1
61 23 -1
61 35 1
61 36 1
62 7 -1
62 10 1
62 23 1
62 20 -1
62 33 1
62 33 1
63 11 -1
63 11 1
63 24 1
63 24 -1
63 37 1
63 37 1
64 4 -1
64 8 1
64 25 1
64 21 -1
64 30 1
64 34 1
65 13 1
65 18 -1
65 19 1
65 28 1
65 26 1
65 31 1
66 14 1
66 16 -1
66 15 1
66 32 1
66 27 1
66 29 1
67 15 1
67 14 -1
67 18 1
67 29 1
67 32 1
67 27 1
68 16 1
68 15 -1
68 13 1
68 26 1
68 31 1
68 28 1
69 17 1
69 25 -1
69 21 1
69 34 1
69 30 1
69 38 1
70 18 1
70 19 -1
70 14 1
70 27 1
70 29 1
70 32 1
71 19 1
71 13 -1
71 16 1
71 31 1
71 28 1
71 26 1
72 20 1
72 22 -1
72 22 1
72 37 1
72 36 1
72 35 1
73 21 1
73 17 -1
73 25 1
73 38 1
73 34 1
73 30 1
74 22 1
74 23 -1
74 24 1
74 35 1
74 37 1
74 36 1
75 23 1
75 20 -1
75 23 1
75 33 1
75 33 1
75 33 1
76 24 1
76 24 -1
76 20 1
76 36 1
76 35 1
76 37 1
77 25 1
77 21 -1
77 17 1
77 30 1
77 38 1
77 34 1
78 39 -1
78 39 -1
79 47 -1
79 40 -1
80 44 -1
80 41 -1
81 42 -1
81 42 -1
82 48 -1
82 43 -1
83 41 -1
83 44 -1
84 45 -1
84 45 -1
85 46 -1
85 46 -1
86 40 -1
86 47 -1
87 43 -1
87 48 -1
88 49 -1
88 49 -1
89 51 -1
89 50 -1
90 50 -1
90 51 -1
91 0 -1
91 13 1
91 13 1
91 39 -1
91 39 1
92 1 -1
92 14 1
92 21 1
92 40 -1
92 40 1
93 6 -1
93 19 1
93 18 1
93 41 -1
93 42 1
94 5 -1
94 18 1
