coordinate qsharp lift
233 104071674981747635052950007973303536478423385045853032090464288343449895346167523/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
234 -601791730727830092397551988810506711128307399744639777386883143901034680657837818/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
235 76142848532058646436859052293206793627074187877391453515174578617022183708364886/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
236 -330871329113906199869451357213550574803002092707878185004829301425930427656588538/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
237 -188980288978078019270775971516295476273308522560201483495208090310906329363320911/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
238 -588847355637927092559559549938058580530628666538311057838988687923067116985945314/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
239 -174284912256912391748103015853067177638870646037769832270735903054896467257407596/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
240 157956450809957647703949680883014650019351233963613077440360199007742404289382659/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 1
241 211841859253677154442587828264475507125327869005175599993091341676772176761163629/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
242 -180311848360314773061529479584414376160701639894942042718859691367729699452655231/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
243 214390715265150189640098779309080062931260242150712249112188213759712563596257654/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
244 289973162819032738006584758325692834430388851042642385508451110446828884278973485/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
245 -82580689202255926760256440049238821896428492865209618600009954406581939507680746/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
246 -106747362383854167072960388893216285569399540025267356104969320663797455941153439/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
247 310429436191662754316936879034498456160916224221206655271552256016133589795143754/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
248 -229022954393893190804224068226624066852275417481943958890057499444680379911376043/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
249 496378954815434071315707561243808046649977215477062013138924538349479608260876914/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
250 -299901169987039666607565754223943876730991694058196109135609425787009310911351843/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
251 149985942904261421544017343545733851942962104534291397997533847903806978769243544/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
252 -178863613025934785476703170140307901758585451238225568256656687133175990984858023/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
253 -60058315748067178601068778272454735816251434342223804107583077366040392362904784/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
254 60719692566963630882835291185901580617508547686035856374455709599664050608693865/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
255 -267823669386148589300057778225997014641636504053511619005843785558372137320135654/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
256 167310707197983644235115426271389220872775782464100448049546625574011219422479839/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
257 248546314622894959884964637452891061754253064693174248545517073178793111872141675/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
258 -308395103434570995556685970353958756451824910000760831395139348343819314771912318/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
259 225716263521512186442462656616687664553557603295672854809745763259580192440745782/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
260 -143120737335541685006536143668609457804753185384334625787666656946471497433376183/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
261 261625070056457788095592785830648203134478937612689193324529697823258696577871857/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
262 -426614996954172938165821731198989434250244111244114018785355068053925970835920286/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
263 333711111882383038601862808921742740740411506323352171793316922143074680680599961/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
264 -133344134553018990172566912591412833274603915347067694859616046411134077988188772/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
265 -148878782059154479737703414662867687811127766627428851968431677391121443561689635/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
266 -432895544365268965895509456645921575755630664208842756404579524385080462294439038/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
267 95271706121866550253878789990189167454628806827791884623118720630737374560578125/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
268 84087682168485393745110608560421867930580584060649301207367160767796486773528313/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
269 -172053318118113075400842131323745366192066631571356374801256635350656361370699528/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
270 662965580982907197032438388367613117987998606721791695453175425755287751514569317/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
271 -52123507264512934649998213654206867562083663359422226988285002565703129407893821/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
272 357354961881143743218190126655654403850161687815733293725333947609997007860621520/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
273 -49636386172434685032654901025439159500654875826386826220811438431878593794793263/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
274 114692122820840547751995979226032968040129245389422617233487985994333100100226597/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
275 198375688353545989672253914896585168166395176117428674833803377583027194796391358/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
276 -157449450630692603171510186633754088486053032534971271190513988581524106308702026/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
277 -20607699697085458089693445387908417047750144818518197294955222054251754919358920/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
278 11935259804763366929827272755942546292709217063491057943202816371288065068442116/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
279 6852738584142298876016770175243271322911242385059595260377185436884603337463189/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
280 175338840607008716914554374739579812907483991578353354513159738575003044461138396/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
281 150811397823059955461817381760713203419502994291919590958104195821351925607410916/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
282 -172822721824516893770031244492835459533798990352479515270925581119231842722997351/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
283 132289699851008887692289873385406568218252651743972728416193256064910503174962401/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
284 -15302092753016079184110224331661311647390274072275881931349315093825460892140567/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
285 -289207260141691396463001538518627384819963175184075839205789342959041109499380255/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
286 84053079598391119037270174470140593000195553329136012131473101331255049745060266/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
287 -159503680437282854829893973392039264801810701434521542067681309565513703296637852/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -1
288 167203548093521490109458202063162611871148855863970433966095321722403805325516661/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
289 -112281111311326818062298658296319528941974059166580689277223211896230756860044375/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
290 -494925011454410538078598145133258021528958751765363342175124043527399210459587793/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
291 35024998409038943813271255505157964178368598907111160717680690721076606512332785/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
292 -243383182165778605693735826731250030779787562146701020046963751763774120854116044/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
293 -123952181889177241055530048299059708602937734756544630841309046122199926916858483/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
294 100073695931065013045590078025210477204614887154837751198200482887542861287631531/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
295 -77339791433784875019936008189526597736438957443158696079139931133797567741089481/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
296 -69407805969544442501892839556095517832741774163786815343558886249840054026834256/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
297 -237855578942493926069436515830330367091013548842450389923077324271136821597731807/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
298 -261323719737149078656193360364492981806859178413388627455262278197992855820199116/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
299 40227083815322374443268259301165505028685091253849788096397172468717826448339463/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
300 276056178520351009813379912506741435946803098528410007283034609962994973058676038/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
301 -173701774959271056960461599318204955334475792495164026998537948975159991822159005/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
302 -422406847183260124191076570590132187263323236060794024126603725987625715608081760/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -1
303 158924926105741944056859302240997485399218844002205340612170109215266668692556656/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
304 491759101613697713386136822963877271302420091100745760069084923813871179562365992/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 1
305 334239893616032040025746329213444466441334513087800359002969686625200752350593759/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
306 -382093363585400180005892557375938193707680545822455376992064877087876490983942189/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
307 0 0
308 -13954125649243776521076687507931715298221938535362867855368130810602478246714694/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
309 -382658303375196473370840236027363630861613915618486291567377719311058998458105713/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
310 77748518372065440903768744430282369622725071592571451539329864798968892917302307/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
311 145147703551966913739413548524062979846389744609408736506175260950321329809578856/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
312 220033141422271206906830351690714854433793347280949070170390832063871339569365638/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
313 -186495908097129654767612168715630455441624799033888375025567290328851930897568913/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
314 -154795588663614034619532724184160871835093858573240750558781336359080599420570915/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
315 345056772103233826567946645949669091107936171118909047027040531637297427613420533/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
316 -89408375497303915880171833603684151011575975294335156865549212572144816760261863/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
317 177738226696768757286245237309804715711076373383631745356439191942909689472307076/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
318 142321696807533289423732581854399399936493812417650708236611704283078039438332560/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
319 -311295842111760681143942614461812785093628618279581194004543041735893435201776954/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
320 -146231256840102783331079184922112902133557501763539276897147791905440851234818667/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
321 246111966786586531817013089461291987152660486732982782571022904421774583307943596/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
322 11486389027577175289433094710057204163579860304096186714431731318257394377088085/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
323 17134814893368546775877373367830204958908661467247801680378567484220936243008626/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
324 68108639211486116074287306841690423081052473485211484508415700807439140451019675/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
325 -95539258792081401964050358824058923876788751866618414716073593417309325061110534/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
326 290247140932540518555365923903934115121409381441840001579102771102696007008047457/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
327 -209790451254712070336460323599748692530918258555336830921862861970569921190721057/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0
