# run_id	reserved_at_utc	lean_path	declaration_anchor
32577498300	2026-08-22T14:04:18Z	GroupApproximation/Analysis/LimitsTraceStandardForm.lean	manuscriptLimitsTraceStandardForm
32579388539	2026-08-22T14:41:28Z	GroupApproximation/Analysis/MaximalCStarAllUniverses.lean	manuscriptMaximalGroupCStarUniversalProperty
32580373761	2026-08-22T15:00:52Z	GroupApproximation/Analysis/MaximalCStarAnyUniverse.lean	manuscriptMaximalGroupCStarAnyUniverse
32582191547	2026-08-22T15:36:43Z	GroupApproximation/Analysis/MaximalCStarPrintedCompletion.lean	manuscriptPrintedMaximalGroupCStar
32583321830	2026-08-22T16:00:56Z	GroupApproximation/Analysis/MaximalGroupCStar.lean	manuscriptUniverseRelativeMaximalGroupCStar
32585507338	2026-08-22T16:42:51Z	GroupApproximation/Analysis/NuclearityAmenability.lean	manuscriptNotAmenableOfBaseEmbeds
32586460264	2026-08-22T17:01:36Z	GroupApproximation/Analysis/OmegaCoronaKazhdanProjection.lean	actCorona_manuscriptKazhdanProjection
32588292434	2026-08-22T17:37:58Z	GroupApproximation/Analysis/PrintedCornerAssembly.lean	manuscriptCompressionParagraph
32589372412	2026-08-22T17:59:40Z	GroupApproximation/Analysis/PrintedCornerCompression.lean	manuscriptCornerAsymptoticRepresentation
32591902271	2026-08-22T18:50:32Z	GroupApproximation/Sofic/ManuscriptSubgroupSpecializations.lean	manuscriptKazhdanTransportSubgroup
32594254700	2026-08-22T19:38:05Z	GroupApproximation/Analysis/PrintedCornerRelabelling.lean	manuscriptCoronaCornerRepresentationUnconditional
32595280425	2026-08-22T19:58:38Z	GroupApproximation/Analysis/PrintedFiniteDimensionalUses.lean	manuscriptFiniteDimensionalityNotReplaceable
32597423697	2026-08-22T20:42:14Z	GroupApproximation/Analysis/PrintedFiniteException.lean	manuscriptFiniteExceptionPatch
32598355237	2026-08-22T21:01:30Z	GroupApproximation/Analysis/ProperIsometryStrictOrder.lean	manuscriptProperIsometryStrictOrder
32600114367	2026-08-22T21:37:46Z	GroupApproximation/Analysis/StrictCompressionFromPrinted.lean	manuscriptMaximalCStarRemarkFromPrintedHypotheses
32601147018	2026-08-22T21:59:35Z	GroupApproximation/Analysis/VectorOmegaKazhdanGap.lean	manuscriptKazhdanSpectralGap_hOmega
32603086618	2026-08-22T22:40:56Z	GroupApproximation/Sofic/BespokeRouterConstruction.lean	injOn_pair
32604016123	2026-08-22T23:00:50Z	GroupApproximation/Sofic/ContainsSquareWitness.lean	witness_construction_hypotheses
32605669040	2026-08-22T23:36:55Z	GroupApproximation/Sofic/FiniteNormalCompressionObstruction.lean	compressionDefects_hsTrivial
32606653347	2026-08-22T23:59:15Z	GroupApproximation/Sofic/FiniteNormalCoronaObstruction.lean	finiteNormal_le_coronaMFResidual
32611769542	2026-08-23T02:01:33Z	GroupApproximation/Sofic/FreeProductRouterObstruction.lean	factorMap_bijective_of_surjective
32614949385	2026-08-23T03:17:14Z	GroupApproximation/Sofic/KazhdanCliffordConstruction.lean	baseEval_surjective
32616980504	2026-08-23T04:05:48Z	GroupApproximation/Sofic/KazhdanCliffordConstruction.lean	not_isOperatorMF
32618977723	2026-08-23T05:24:10Z	GroupApproximation/Sofic/KazhdanCliffordEpsilon.lean	kazhdanCliffordConstructionEps
32621197783	2026-08-23T05:54:01Z	GroupApproximation/Sofic/KunThomShulmanDoubleConstruction.lean	construction_unconditional
32622494513	2026-08-23T06:20:49Z	GroupApproximation/Sofic/LevelShiftObstruction.lean	levelShift_good_disjoint_top
32624678071	2026-08-23T07:25:59Z	GroupApproximation/Sofic/LiteralRelatorObstruction.lean	inv_mul_mem_normalClosure
32626540678	2026-08-23T08:06:00Z	GroupApproximation/Sofic/LiteralUniformObstruction.lean	literal_uniform_operatorNorm_obstruction
32629329031	2026-08-23T08:59:56Z	GroupApproximation/Sofic/NormalKazhdanCompressionObstruction.lean	not_isWeakMF_of_normalKazhdan_le_defect
32631841763	2026-08-23T09:55:57Z	GroupApproximation/Sofic/NormallyGeneratedMFObstruction.lean	hom_eq_one_of_map_eq_one_of_normalClosure_eq_top
32632650169	2026-08-23T10:05:49Z	GroupApproximation/Sofic/RealizationFromUniversalGroup.lean	construction_hypotheses
32634506379	2026-08-23T10:43:29Z	GroupApproximation/Sofic/ThompsonFObstruction.lean	conjugateTerm_succ
32635380804	2026-08-23T11:02:09Z	GroupApproximation/Sofic/UltraproductModelConstruction.lean	rowMat_rowVec
